province,district,code
山西省,太原市,1401
山西省,大同市,1402
山西省,阳泉市,1403
山西省,长治市,1404
山西省,晋城市,1405
山西省,朔州市,1406
山西省,晋中市,1407
山西省,运城市,1408
山西省,忻州市,1409
山西省,临汾市,1410
山西省,吕梁市,1411
